Details || Player,Details || Nation,Details || Age,Details || Born,Details || Pos,Details || Squad,Details || Comp,Playing Time || MP,Playing Time || Starts,Playing Time || Min,Performance || Gls,Performance || Ast,Performance || G+A,Pct || Gls Percentile,Pct || Ast Percentile,Pct || G+A Percentile,Details || Squad 1,Details || Squad 2,Details || Comp 1,Details || Comp 2
Santiago Giménez,mx MEX,23,2001,FW,Milan,it Serie A,14,7,669,5,2,7,83.27402135231317,69.42467378410439,79.2111506524318,Milan,,it Serie A,
Santiago Pierotti,ar ARG,23,2001,FW,Lecce,it Serie A,36,22,1937,4,2,6,78.97390272835112,69.42467378410439,75.62277580071175,Lecce,,it Serie A,
Saïd Benrahma,dz ALG,28,1995,"FW,MF",Lyon,fr Ligue 1,13,9,735,1,3,4,47.805456702253856,79.7153024911032,65.0355871886121,Lyon,,fr Ligue 1,
Saïmon Bouabré,fr FRA,18,2006,"MF,FW",Monaco,fr Ligue 1,3,1,97,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Monaco,,fr Ligue 1,
Saúl Ñíguez,es ESP,29,1994,MF,Sevilla,es La Liga,24,17,1553,1,6,7,47.805456702253856,94.09845788849347,79.2111506524318,Sevilla,,es La Liga,
Saša Lukić,rs SRB,27,1996,MF,Fulham,eng Premier League,30,28,2344,0,2,2,19.572953736654803,69.42467378410439,47.39027283511269,Fulham,,eng Premier League,
Scott Banks,sct SCO,22,2001,"FW,MF",St. Pauli,de Bundesliga,12,0,116,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,St. Pauli,,de Bundesliga,
Scott McTominay,sct SCO,27,1996,MF,"Manchester Utd,Napoli","eng Premier League,it Serie A",36,33,2957,12,4,16,96.8564650059312,86.98102016607355,95.72953736654804,Manchester Utd,Napoli,eng Premier League,it Serie A
Sean Longstaff,eng ENG,26,1997,MF,Newcastle Utd,eng Premier League,25,8,798,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Newcastle Utd,,eng Premier League,
Sebastian Nanasi,se SWE,22,2002,"MF,FW",Strasbourg,fr Ligue 1,31,26,2107,6,4,10,86.71411625148279,86.98102016607355,87.18861209964413,Strasbourg,,fr Ligue 1,
Sebastiano Esposito,it ITA,22,2002,"FW,MF",Empoli,it Serie A,33,27,2331,8,0,8,91.19217081850533,21.5005931198102,81.73190984578885,Empoli,,it Serie A,
Seko Fofana,ci CIV,29,1995,MF,Rennes,fr Ligue 1,16,9,844,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Rennes,,fr Ligue 1,
Sekou Mara,fr FRA,22,2002,"FW,MF",Strasbourg,fr Ligue 1,25,7,768,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Strasbourg,,fr Ligue 1,
Selim Amallah,ma MAR,27,1996,MF,Valladolid,es La Liga,24,18,1376,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Valladolid,,es La Liga,
Senne Lynen,be BEL,25,1999,MF,Werder Bremen,de Bundesliga,32,32,2733,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Werder Bremen,,de Bundesliga,
Senny Mayulu,fr FRA,18,2006,MF,Paris S-G,fr Ligue 1,20,8,808,2,2,4,62.30723606168446,69.42467378410439,65.0355871886121,Paris S-G,,fr Ligue 1,
Serge Gnabry,de GER,29,1995,"FW,MF",Bayern Munich,de Bundesliga,27,13,1242,7,5,12,89.35349940688019,91.48873072360617,90.74733096085409,Bayern Munich,,de Bundesliga,
Sergi Altimira,es ESP,22,2001,MF,Betis,es La Liga,32,22,1972,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Betis,,es La Liga,
Sergi Canós,es ESP,27,1997,"MF,FW",Valencia,es La Liga,17,2,370,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Valencia,,es La Liga,
Sergi Darder,es ESP,30,1993,"MF,FW",Mallorca,es La Liga,38,34,2744,2,6,8,62.30723606168446,94.09845788849347,81.73190984578885,Mallorca,,es La Liga,
Sergi Guardiola,es ESP,33,1991,FW,Rayo Vallecano,es La Liga,16,1,362,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Rayo Vallecano,,es La Liga,
Sergi Roberto,es ESP,32,1992,MF,Como,it Serie A,13,8,696,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Como,,it Serie A,
Sergio Camello,es ESP,23,2001,FW,Rayo Vallecano,es La Liga,23,14,1134,3,2,5,72.27164887307237,69.42467378410439,71.14472123368921,Rayo Vallecano,,es La Liga,
Sergio Carreira,es ESP,23,2000,"MF,DF",Celta Vigo,es La Liga,23,19,1656,0,4,4,19.572953736654803,86.98102016607355,65.0355871886121,Celta Vigo,,es La Liga,
Sergio Gómez,es ESP,23,2000,"MF,DF",Real Sociedad,es La Liga,37,31,2738,2,5,7,62.30723606168446,91.48873072360617,79.2111506524318,Real Sociedad,,es La Liga,
Sergio Viera,es ESP,19,2005,MF,Las Palmas,es La Liga,2,1,96,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Las Palmas,,es La Liga,
Sergiu Perciun,md MDA,18,2006,"FW,MF",Torino,it Serie A,5,0,152,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Torino,,it Serie A,
Serhou Guirassy,gn GUI,28,1996,FW,Dortmund,de Bundesliga,30,29,2598,21,4,25,99.40688018979834,86.98102016607355,99.22894424673784,Dortmund,,de Bundesliga,
Seydouba Cissé,gn GUI,23,2001,MF,Leganés,es La Liga,34,31,2435,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Leganés,,es La Liga,
Shavy Babicka,ga GAB,24,2000,"MF,FW",Toulouse,fr Ligue 1,30,11,1186,4,2,6,78.97390272835112,69.42467378410439,75.62277580071175,Toulouse,,fr Ligue 1,
Sheraldo Becker,sr SUR,29,1995,"FW,MF",Real Sociedad,es La Liga,22,11,995,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Real Sociedad,,es La Liga,
Shiō Fukuda,jp JPN,20,2004,FW,Gladbach,de Bundesliga,6,0,60,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Gladbach,,de Bundesliga,
Shumaira Mheuka,eng ENG,16,2007,MF,Chelsea,eng Premier League,1,0,1,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Chelsea,,eng Premier League,
Shuto Machino,jp JPN,24,1999,"FW,MF",Holstein Kiel,de Bundesliga,32,23,1953,11,2,13,95.93712930011863,69.42467378410439,92.05219454329774,Holstein Kiel,,de Bundesliga,
Sidiki Cherif,fr FRA,17,2006,FW,Angers,fr Ligue 1,7,3,324,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Angers,,fr Ligue 1,
Siebe Van Der Heyden,be BEL,26,1998,"DF,MF","Mallorca,St. Pauli","es La Liga,de Bundesliga",15,12,969,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Mallorca,St. Pauli,es La Liga,de Bundesliga
Silvi Clúa,es ESP,19,2005,MF,Girona,es La Liga,4,2,163,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Girona,,es La Liga,
Silvère Ganvoula M'Boussy,cg CGO,28,1996,FW,Monza,it Serie A,7,4,326,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Monza,,it Serie A,
Simon Adingra,ci CIV,22,2002,"FW,MF",Brighton,eng Premier League,29,12,1097,2,2,4,62.30723606168446,69.42467378410439,65.0355871886121,Brighton,,eng Premier League,
Simon Cara,fr FRA,19,2005,"MF,FW",Montpellier,fr Ligue 1,2,0,9,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Montpellier,,fr Ligue 1,
Simon Sohm,ch SUI,23,2001,MF,Parma,it Serie A,37,36,2989,4,0,4,78.97390272835112,21.5005931198102,65.0355871886121,Parma,,it Serie A,
Simone Pafundi,it ITA,18,2006,"MF,DF",Udinese,it Serie A,9,0,116,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Udinese,,it Serie A,
Simone Verdi,it ITA,32,1992,"MF,FW",Como,it Serie A,9,0,115,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Como,,it Serie A,
Sirlord Conteh,de GER,28,1996,"FW,MF",Heidenheim,de Bundesliga,29,4,892,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Heidenheim,,de Bundesliga,
Skelly Alvero,fr FRA,22,2002,MF,Werder Bremen,de Bundesliga,12,1,236,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Werder Bremen,,de Bundesliga,
Sofiane Diop,fr FRA,24,2000,"MF,FW",Nice,fr Ligue 1,28,8,1064,6,4,10,86.71411625148279,86.98102016607355,87.18861209964413,Nice,,fr Ligue 1,
Sofyan Amrabat,ma MAR,27,1996,MF,Fiorentina,it Serie A,2,2,180,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Fiorentina,,it Serie A,
Solly March,eng ENG,30,1994,"FW,MF",Brighton,eng Premier League,8,1,168,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Brighton,,eng Premier League,
Son Heung-min,kr KOR,32,1992,FW,Tottenham,eng Premier League,30,24,2110,7,9,16,89.35349940688019,98.69513641755634,95.72953736654804,Tottenham,,eng Premier League,
Sorba Thomas,wls WAL,24,1999,"FW,MF",Nantes,fr Ligue 1,25,15,1321,1,3,4,47.805456702253856,79.7153024911032,65.0355871886121,Nantes,,fr Ligue 1,
Soungoutou Magassa,fr FRA,20,2003,MF,Monaco,fr Ligue 1,21,12,1025,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Monaco,,fr Ligue 1,
Stanis Idumbo,be BEL,19,2005,"FW,MF",Sevilla,es La Liga,14,3,284,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Sevilla,,es La Liga,
Stanislav Lobotka,sk SVK,29,1994,MF,Napoli,it Serie A,32,31,2636,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Napoli,,it Serie A,
Stanko Jurić,hr CRO,27,1996,MF,Valladolid,es La Liga,26,19,1729,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Valladolid,,es La Liga,
Stefan Bajcetic,es ESP,19,2004,"MF,DF",Las Palmas,es La Liga,14,12,969,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Las Palmas,,es La Liga,
Stefan Džodić,rs SRB,19,2005,"DF,MF",Montpellier,fr Ligue 1,7,2,242,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Montpellier,,fr Ligue 1,
Stefan Schimmer,de GER,30,1994,"FW,MF",Heidenheim,de Bundesliga,13,0,247,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Heidenheim,,de Bundesliga,
Stefano Sensi,it ITA,28,1995,MF,Monza,it Serie A,12,2,274,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Monza,,it Serie A,
Stephan El Shaarawy,it ITA,31,1992,"DF,MF",Roma,it Serie A,31,12,1098,3,4,7,72.27164887307237,86.98102016607355,79.2111506524318,Roma,,it Serie A,
Stephy Mavididi,eng ENG,26,1998,FW,Leicester City,eng Premier League,30,16,1615,4,1,5,78.97390272835112,53.084223013048636,71.14472123368921,Leicester City,,eng Premier League,
Steve Mounié,bj BEN,29,1994,"FW,MF",Augsburg,de Bundesliga,16,1,347,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Augsburg,,de Bundesliga,
Steve Ngoura,fr FRA,19,2005,FW,Le Havre,fr Ligue 1,8,2,289,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Le Havre,,fr Ligue 1,
Steven Skrzybski,de GER,31,1992,"MF,FW",Holstein Kiel,de Bundesliga,24,15,1323,6,3,9,86.71411625148279,79.7153024911032,84.4306049822064,Holstein Kiel,,de Bundesliga,
Stoichkov,es ESP,30,1993,"MF,FW",Alavés,es La Liga,16,6,699,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Alavés,,es La Liga,
Suat Serdar,de GER,27,1997,MF,Hellas Verona,it Serie A,22,16,1376,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Hellas Verona,,it Serie A,
Suso,es ESP,30,1993,"FW,MF",Sevilla,es La Liga,16,4,606,0,2,2,19.572953736654803,69.42467378410439,47.39027283511269,Sevilla,,es La Liga,
Szymon Żurkowski,pl POL,26,1997,MF,Empoli,it Serie A,5,0,106,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Empoli,,it Serie A,
Sávio,br BRA,20,2004,"FW,MF",Manchester City,eng Premier League,29,21,1766,1,8,9,47.805456702253856,97.68683274021352,84.4306049822064,Manchester City,,eng Premier League,
Sébastien Haller,ci CIV,30,1994,FW,Leganés,es La Liga,8,5,404,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Leganés,,es La Liga,
Sérigné Diop,sn SEN,19,2005,FW,Brest,fr Ligue 1,2,0,4,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Brest,,fr Ligue 1,
Tadeo Allende,ar ARG,25,1999,FW,Celta Vigo,es La Liga,1,0,2,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Celta Vigo,,es La Liga,
Taiwo Awoniyi,ng NGA,26,1997,FW,Nott'ham Forest,eng Premier League,26,3,416,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Nott'ham Forest,,eng Premier League,
Tajon Buchanan,ca CAN,25,1999,"DF,FW, MF","Inter,Villarreal","it Serie A,es La Liga",19,4,511,1,2,3,47.805456702253856,69.42467378410439,57.147093712930015,Inter,Villarreal,it Serie A,es La Liga
Takefusa Kubo,jp JPN,23,2001,"MF,FW",Real Sociedad,es La Liga,36,27,2372,5,0,5,83.27402135231317,21.5005931198102,71.14472123368921,Real Sociedad,,es La Liga,
Takuma Asano,jp JPN,29,1994,"FW,MF",Mallorca,es La Liga,21,13,1054,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Mallorca,,es La Liga,
Takumi Minamino,jp JPN,29,1995,"MF,FW",Monaco,fr Ligue 1,31,27,2231,6,3,9,86.71411625148279,79.7153024911032,84.4306049822064,Monaco,,fr Ligue 1,
Tammy Abraham,eng ENG,26,1997,FW,"Roma,Milan","it Serie A,it Serie A",29,12,1184,3,4,7,72.27164887307237,86.98102016607355,79.2111506524318,Roma,Milan,it Serie A,it Serie A
Tamás Nikitscher,hu HUN,24,1999,"MF,DF",Valladolid,es La Liga,13,9,858,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Valladolid,,es La Liga,
Tanguy Coulibaly,fr FRA,23,2001,"FW,MF",Montpellier,fr Ligue 1,25,17,1485,3,0,3,72.27164887307237,21.5005931198102,57.147093712930015,Montpellier,,fr Ligue 1,
Tanguy Ndombele,fr FRA,27,1996,MF,Nice,fr Ligue 1,18,12,1131,1,2,3,47.805456702253856,69.42467378410439,57.147093712930015,Nice,,fr Ligue 1,
Tanner Tessmann,us USA,22,2001,MF,Lyon,fr Ligue 1,25,13,1234,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Lyon,,fr Ligue 1,
Teddy Teuma,mt MLT,30,1993,MF,Reims,fr Ligue 1,17,9,750,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Reims,,fr Ligue 1,
Terem Moffi,ng NGA,25,1999,FW,Nice,fr Ligue 1,5,0,58,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Nice,,fr Ligue 1,
Tete Morente,es ESP,27,1996,"FW,MF",Lecce,it Serie A,31,23,2021,3,2,5,72.27164887307237,69.42467378410439,71.14472123368921,Lecce,,it Serie A,
Teun Koopmeiners,nl NED,26,1998,"MF,FW",Juventus,it Serie A,28,23,1994,3,3,6,72.27164887307237,79.7153024911032,75.62277580071175,Juventus,,it Serie A,
Theo Bair,ca CAN,24,1999,FW,Auxerre,fr Ligue 1,29,11,939,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Auxerre,,fr Ligue 1,
Thiago,br BRA,23,2001,"FW,MF",Brentford,eng Premier League,8,1,175,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Brentford,,eng Premier League,
Thiago Almada,ar ARG,23,2001,"MF,FW",Lyon,fr Ligue 1,16,9,951,1,4,5,47.805456702253856,86.98102016607355,71.14472123368921,Lyon,,fr Ligue 1,
Thiago Ojeda,ar ARG,21,2003,MF,Villarreal,es La Liga,1,0,8,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Villarreal,,es La Liga,
Thierno Barry,fr FRA,21,2002,FW,Villarreal,es La Liga,35,25,2323,11,4,15,95.93712930011863,86.98102016607355,94.66192170818505,Villarreal,,es La Liga,
Thijs Dallinga,nl NED,23,2000,FW,Bologna,it Serie A,31,11,1154,3,2,5,72.27164887307237,69.42467378410439,71.14472123368921,Bologna,,it Serie A,
Thomas Campaniello,it ITA,16,2008,FW,Empoli,it Serie A,3,0,25,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Empoli,,it Serie A,
Thomas Keller,de GER,24,1999,"DF,MF",Heidenheim,de Bundesliga,6,2,148,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Heidenheim,,de Bundesliga,
Thomas Lemar,fr FRA,28,1995,MF,Atlético Madrid,es La Liga,5,0,85,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Atlético Madrid,,es La Liga,
Thomas Müller,de GER,34,1989,"MF,FW",Bayern Munich,de Bundesliga,30,12,1225,1,4,5,47.805456702253856,86.98102016607355,71.14472123368921,Bayern Munich,,de Bundesliga,
Thomas Partey,gh GHA,31,1993,"MF,DF",Arsenal,eng Premier League,35,31,2797,4,2,6,78.97390272835112,69.42467378410439,75.62277580071175,Arsenal,,eng Premier League,
Tiago Tomás,pt POR,22,2002,"FW,MF",Wolfsburg,de Bundesliga,32,23,1884,6,1,7,86.71411625148279,53.084223013048636,79.2111506524318,Wolfsburg,,de Bundesliga,
Tidiam Gomis,fr FRA,17,2006,"MF,FW",RB Leipzig,de Bundesliga,8,1,152,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,RB Leipzig,,de Bundesliga,
Tijjani Noslin,nl NED,25,1999,"FW,MF",Lazio,it Serie A,30,8,861,2,2,4,62.30723606168446,69.42467378410439,65.0355871886121,Lazio,,it Serie A,
Tijjani Reijnders,nl NED,26,1998,MF,Milan,it Serie A,37,36,3128,10,4,14,94.54329774614472,86.98102016607355,93.44602609727166,Milan,,it Serie A,
Tim Breithaupt,de GER,22,2002,MF,Augsburg,de Bundesliga,2,2,120,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Augsburg,,de Bundesliga,
Tim Iroegbunam,eng ENG,21,2003,MF,Everton,eng Premier League,18,5,574,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Everton,,eng Premier League,
Tim Kleindienst,de GER,28,1995,FW,Gladbach,de Bundesliga,31,31,2737,16,7,23,98.57651245551601,96.17437722419929,98.81376037959667,Gladbach,,de Bundesliga,
Tim Skarke,de GER,27,1996,"FW,MF",Union Berlin,de Bundesliga,33,11,1164,0,2,2,19.572953736654803,69.42467378410439,47.39027283511269,Union Berlin,,de Bundesliga,
Timo Werner,de GER,28,1996,"FW,MF",Tottenham,eng Premier League,18,4,516,0,3,3,19.572953736654803,79.7153024911032,57.147093712930015,Tottenham,,eng Premier League,
Timothy Weah,us USA,24,2000,"DF,FW",Juventus,it Serie A,30,18,1638,5,2,7,83.27402135231317,69.42467378410439,79.2111506524318,Juventus,,it Serie A,
Tino Kadewere,zw ZIM,28,1996,"MF,FW",Nantes,fr Ligue 1,12,6,512,1,2,3,47.805456702253856,69.42467378410439,57.147093712930015,Nantes,,fr Ligue 1,
Toby Collyer,eng ENG,20,2004,MF,Manchester Utd,eng Premier League,6,0,179,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Manchester Utd,,eng Premier League,
Tom Bischof,de GER,19,2005,"MF,FW",Hoffenheim,de Bundesliga,31,30,2559,5,2,7,83.27402135231317,69.42467378410439,79.2111506524318,Hoffenheim,,de Bundesliga,
Tom Cairney,sct SCO,33,1991,MF,Fulham,eng Premier League,25,3,628,2,0,2,62.30723606168446,21.5005931198102,47.39027283511269,Fulham,,eng Premier League,
Tom Krauß,de GER,23,2001,MF,Bochum,de Bundesliga,14,13,1077,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Bochum,,de Bundesliga,
Tom Louchet,fr FRA,21,2003,"DF,MF",Nice,fr Ligue 1,22,7,775,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Nice,,fr Ligue 1,
Tom Pouilly,fr FRA,21,2003,"DF,MF",Lens,fr Ligue 1,10,2,273,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Lens,,fr Ligue 1,
Tom Rothe,de GER,19,2004,"DF,MF",Union Berlin,de Bundesliga,26,19,1670,3,3,6,72.27164887307237,79.7153024911032,75.62277580071175,Union Berlin,,de Bundesliga,
Tommaso Baldanzi,it ITA,21,2003,"MF,FW",Roma,it Serie A,31,5,832,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Roma,,it Serie A,
Tommaso Gabellini,it ITA,17,2006,FW,Torino,it Serie A,1,0,10,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Torino,,it Serie A,
Tommaso Pobega,it ITA,25,1999,MF,Bologna,it Serie A,21,13,1178,2,2,4,62.30723606168446,69.42467378410439,65.0355871886121,Bologna,,it Serie A,
Tommaso Rubino,it ITA,17,2006,MF,Fiorentina,it Serie A,1,0,8,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Fiorentina,,it Serie A,
Tommy Doyle,eng ENG,22,2001,MF,Wolves,eng Premier League,24,3,488,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Wolves,,eng Premier League,
Tomás Conechny,ar ARG,26,1998,"FW,MF",Alavés,es La Liga,22,9,847,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Alavés,,es La Liga,
Tomáš Souček,cz CZE,29,1995,MF,West Ham,eng Premier League,35,30,2567,9,1,10,92.88256227758008,53.084223013048636,87.18861209964413,West Ham,,eng Premier League,
Tomáš Suslov,sk SVK,22,2002,"MF,FW",Hellas Verona,it Serie A,31,27,2080,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Hellas Verona,,it Serie A,
Tomáš Čvančara,cz CZE,23,2000,FW,Gladbach,de Bundesliga,28,7,831,2,0,2,62.30723606168446,21.5005931198102,47.39027283511269,Gladbach,,de Bundesliga,
Toni Martínez,es ESP,27,1997,FW,Alavés,es La Liga,28,9,1012,4,0,4,78.97390272835112,21.5005931198102,65.0355871886121,Alavés,,es La Liga,
Tuta,br BRA,25,1999,"DF,MF",Eint Frankfurt,de Bundesliga,30,26,2274,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Eint Frankfurt,,de Bundesliga,
Tyler Adams,us USA,25,1999,MF,Bournemouth,eng Premier League,28,21,1965,0,3,3,19.572953736654803,79.7153024911032,57.147093712930015,Bournemouth,,eng Premier League,
Tyler Dibling,eng ENG,18,2006,"FW,MF",Southampton,eng Premier League,33,20,1874,2,0,2,62.30723606168446,21.5005931198102,47.39027283511269,Southampton,,eng Premier League,
Tyrique George,eng ENG,18,2006,FW,Chelsea,eng Premier League,8,1,183,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Chelsea,,eng Premier League,
Tyronne Ebuehi,ng NGA,28,1995,"DF,MF",Empoli,it Serie A,4,0,74,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Empoli,,it Serie A,
Téji Savanier,fr FRA,32,1991,MF,Montpellier,fr Ligue 1,31,27,2363,2,5,7,62.30723606168446,91.48873072360617,79.2111506524318,Montpellier,,fr Ligue 1,
Umar Sadiq,ng NGA,27,1997,FW,"Valencia,Real Sociedad","es La Liga,es La Liga",23,11,1052,5,0,5,83.27402135231317,21.5005931198102,71.14472123368921,Valencia,Real Sociedad,es La Liga,es La Liga
Umut Tohumcu,de GER,19,2004,"MF,FW",Hoffenheim,de Bundesliga,12,3,375,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Hoffenheim,,de Bundesliga,
Unai Gómez,es ESP,21,2003,"MF,FW",Athletic Club,es La Liga,32,14,1284,1,3,4,47.805456702253856,79.7153024911032,65.0355871886121,Athletic Club,,es La Liga,
Unai López,es ESP,28,1995,MF,Rayo Vallecano,es La Liga,32,23,1707,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Rayo Vallecano,,es La Liga,
Urko González,es ESP,23,2001,MF,"Espanyol,Real Sociedad","es La Liga,es La Liga",18,17,1419,0,2,2,19.572953736654803,69.42467378410439,47.39027283511269,Espanyol,Real Sociedad,es La Liga,es La Liga
Valentin Atangana Edoa,fr FRA,18,2005,MF,Reims,fr Ligue 1,34,33,2854,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Reims,,fr Ligue 1,
Valentin Carboni,ar ARG,19,2005,"MF,FW",Marseille,fr Ligue 1,4,1,103,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Marseille,,fr Ligue 1,
